Quality,Country,Year,Cases
Premium,DF Israel,2004,735
Premium,DF Israel,2005,725
Premium,DF Israel,2006,800
Premium,DF Israel,2007,550
Premium,DF Israel,2008,500
Premium,DF Israel,2009,450
Premium,DF Israel,2010,600
Premium,DF Israel,2011,650
Premium,DF Israel,2012,1625
Premium,DF Israel,2013,1800
Premium,DF Israel,2014,1050
Premium,DF Israel,2015,1050
Premium,DF Israel,2016,1050
Premium,DF Rest of CIS,1990,0
Premium,DF Rest of CIS,1991,0
Premium,DF Rest of CIS,1992,0
Premium,DF Rest of CIS,1993,0
Premium,DF Rest of CIS,1994,0
Premium,DF Rest of CIS,1995,0
Premium,DF Rest of CIS,1996,0
Premium,DF Rest of CIS,1997,0
Premium,DF Rest of CIS,1998,0
Premium,DF Rest of CIS,1999,0
Premium,DF Rest of CIS,2000,0
Premium,DF Rest of CIS,2001,0
Premium,DF Rest of CIS,2002,250
Premium,DF Rest of CIS,2003,100
Premium,DF Rest of CIS,2004,100
Premium,DF Rest of CIS,2005,100
Premium,DF Rest of CIS,2006,100
Premium,DF Rest of CIS,2007,100
Premium,DF Rest of CIS,2008,125
Premium,DF Rest of CIS,2009,150
Premium,DF Rest of CIS,2010,225
Premium,DF Rest of CIS,2011,500
Premium,DF Rest of CIS,2012,1400
Premium,DF Rest of CIS,2013,850
Premium,DF Rest of CIS,2014,1200
Premium,DF Rest of CIS,2015,1375
Premium,DF Rest of CIS,2016,950
Premium,DF Italy,1990,0
Premium,DF Italy,1991,0
Premium,DF Italy,1992,0
Premium,DF Italy,1993,0
Premium,DF Italy,1994,500
Premium,DF Italy,1995,450
Premium,DF Italy,1996,475
Premium,DF Italy,1997,530
Premium,DF Italy,1998,485
Premium,DF Italy,1999,390
Premium,DF Italy,2000,150
Premium,DF Italy,2001,250
Premium,DF Italy,2002,425
Premium,DF Italy,2003,150
Premium,DF Italy,2004,125
Premium,DF Italy,2005,200
Premium,DF Italy,2006,300
Premium,DF Italy,2007,525
Premium,DF Italy,2008,650
Premium,DF Italy,2009,500
Premium,DF Italy,2010,425
Premium,DF Italy,2011,565
Premium,DF Italy,2012,800
Premium,DF Italy,2013,1075
Premium,DF Italy,2014,500
Premium,DF Italy,2015,675
Premium,DF Italy,2016,925
Premium,DF New Zealand,1990,0
Premium,DF New Zealand,1991,0
Premium,DF New Zealand,1992,0
Premium,DF New Zealand,1993,0
Premium,DF New Zealand,1994,0
Premium,DF New Zealand,1995,0
Premium,DF New Zealand,1996,0
Premium,DF New Zealand,1997,0
Premium,DF New Zealand,1998,0
Premium,DF New Zealand,1999,0
Premium,DF New Zealand,2000,325
Premium,DF New Zealand,2001,475
Premium,DF New Zealand,2002,425
Premium,DF New Zealand,2003,400
Premium,DF New Zealand,2004,300
Premium,DF New Zealand,2005,275
Premium,DF New Zealand,2006,275
Premium,DF New Zealand,2007,375
Premium,DF New Zealand,2008,350
Premium,DF New Zealand,2009,525
Premium,DF New Zealand,2010,775
Premium,DF New Zealand,2011,550
Premium,DF New Zealand,2012,1125
Premium,DF New Zealand,2013,585
Premium,DF New Zealand,2014,515
Premium,DF New Zealand,2015,450
Premium,DF New Zealand,2016,925
Premium,DF Austria,1990,0
Premium,DF Austria,1991,0
Premium,DF Austria,1992,0
Premium,DF Austria,1993,0
Premium,DF Austria,1994,0
Premium,DF Austria,1995,0
Premium,DF Austria,1996,0
Premium,DF Austria,1997,0
Premium,DF Austria,1998,0
Premium,DF Austria,1999,0
Premium,DF Austria,2000,200
Premium,DF Austria,2001,275
Premium,DF Austria,2002,200
Premium,DF Austria,2003,175
Premium,DF Austria,2004,175
Premium,DF Austria,2005,125
Premium,DF Austria,2006,250
Premium,DF Austria,2007,300
Premium,DF Austria,2008,275
Premium,DF Austria,2009,250
Premium,DF Austria,2010,250
Premium,DF Austria,2011,200
Premium,DF Austria,2012,285
Premium,DF Austria,2013,350
Premium,DF Austria,2014,575
Premium,DF Austria,2015,565
Premium,DF Austria,2016,825
Premium,DF Baltics - (All Countries),1990,0
Premium,DF Baltics - (All Countries),1991,0
Premium,DF Baltics - (All Countries),1992,0
Premium,DF Baltics - (All Countries),1993,0
Premium,DF Baltics - (All Countries),1994,0
Premium,DF Baltics - (All Countries),1995,0
Premium,DF Baltics - (All Countries),1996,0
Premium,DF Baltics - (All Countries),1997,0
Premium,DF Baltics - (All Countries),1998,0
Premium,DF Baltics - (All Countries),1999,0
Premium,DF Baltics - (All Countries),2000,0
Premium,DF Baltics - (All Countries),2001,465
Premium,DF Baltics - (All Countries),2002,240
Premium,DF Baltics - (All Countries),2003,125
Premium,DF Baltics - (All Countries),2004,45
Premium,DF Baltics - (All Countries),2005,45
Premium,DF Baltics - (All Countries),2006,40
Premium,DF Baltics - (All Countries),2007,30
Premium,DF Baltics - (All Countries),2008,75
Premium,DF Baltics - (All Countries),2009,100
Premium,DF Baltics - (All Countries),2010,275
Premium,DF Baltics - (All Countries),2011,475
Premium,DF Baltics - (All Countries),2012,825
Premium,DF Baltics - (All Countries),2013,925
Premium,DF Baltics - (All Countries),2014,775
Premium,DF Baltics - (All Countries),2015,775
Premium,DF Baltics - (All Countries),2016,810
Premium,Others,1990,7300
Premium,Others,1991,10350
Premium,Others,1992,10700
Premium,Others,1993,11560
Premium,Others,1994,10400
Premium,Others,1995,12380
Premium,Others,1996,15375
Premium,Others,1997,17200
Premium,Others,1998,15175
Premium,Others,1999,14825
Premium,Others,2000,9125
Premium,Others,2001,9020
Premium,Others,2002,10780
Premium,Others,2003,8545
Premium,Others,2004,6645
Premium,Others,2005,8055
Premium,Others,2006,9305
Premium,Others,2007,9235
Premium,Others,2008,11625
Premium,Others,2009,10090
Premium,Others,2010,10850
Premium,Others,2011,13260
Premium,Others,2012,14085
Premium,Others,2013,11365
Premium,Others,2014,11615
Premium,Others,2015,11240
Premium,Others,2016,13580
Super Premium,United States,1990,3500
Super Premium,United States,1991,2750
Super Premium,United States,1992,7500
Super Premium,United States,1993,8000
Super Premium,United States,1994,8500
Super Premium,United States,1995,8000
Super Premium,United States,1996,8000
Super Premium,United States,1997,8000
Super Premium,United States,1998,7000
Super Premium,United States,1999,7200
Super Premium,United States,2000,7900
Super Premium,United States,2001,8400
Super Premium,United States,2002,10400
Super Premium,United States,2003,12300
Super Premium,United States,2004,12400
Super Premium,United States,2005,14200
Super Premium,United States,2006,14500
Super Premium,United States,2007,16750
Super Premium,United States,2008,19750
Super Premium,United States,2009,20000
Super Premium,United States,2010,32250
Super Premium,United States,2011,38250
Super Premium,United States,2012,45250
Super Premium,United States,2013,44750
Super Premium,United States,2014,51500
Super Premium,United States,2015,43250
Super Premium,United States,2016,45505
Super Premium,Germany,1990,0
Super Premium,Germany,1991,0
Super Premium,Germany,1992,0
Super Premium,Germany,1993,0
Super Premium,Germany,1994,250
Super Premium,Germany,1995,250
Super Premium,Germany,1996,250
Super Premium,Germany,1997,150
Super Premium,Germany,1998,100
Super Premium,Germany,1999,100
Super Premium,Germany,2000,100
Super Premium,Germany,2001,100
Super Premium,Germany,2002,100
Super Premium,Germany,2003,100
Super Premium,Germany,2004,100
Super Premium,Germany,2005,100
Super Premium,Germany,2006,100
Super Premium,Germany,2007,100
Super Premium,Germany,2008,100
Super Premium,Germany,2009,100
Super Premium,Germany,2010,150
Super Premium,Germany,2011,150
Super Premium,Germany,2012,150
Super Premium,Germany,2013,400
Super Premium,Germany,2014,500
Super Premium,Germany,2015,1150
Super Premium,Germany,2016,3500
Super Premium,DF British Isles (Inc. Ireland),1990,0
Super Premium,DF British Isles (Inc. Ireland),1991,0
Super Premium,DF British Isles (Inc. Ireland),1992,550
Super Premium,DF British Isles (Inc. Ireland),1993,1250
Super Premium,DF British Isles (Inc. Ireland),1994,1450
Super Premium,DF British Isles (Inc. Ireland),1995,1050
Super Premium,DF British Isles (Inc. Ireland),1996,950
Super Premium,DF British Isles (Inc. Ireland),1997,800
Super Premium,DF British Isles (Inc. Ireland),1998,1250
Super Premium,DF British Isles (Inc. Ireland),1999,650
Super Premium,DF British Isles (Inc. Ireland),2000,575
Super Premium,DF British Isles (Inc. Ireland),2001,625
Super Premium,DF British Isles (Inc. Ireland),2002,525
Super Premium,DF British Isles (Inc. Ireland),2003,775
Super Premium,DF British Isles (Inc. Ireland),2004,700
Super Premium,DF British Isles (Inc. Ireland),2005,750
Super Premium,DF British Isles (Inc. Ireland),2006,750
Super Premium,DF British Isles (Inc. Ireland),2007,800
Super Premium,DF British Isles (Inc. Ireland),2008,750
Super Premium,DF British Isles (Inc. Ireland),2009,500
Super Premium,DF British Isles (Inc. Ireland),2010,600
Super Premium,DF British Isles (Inc. Ireland),2011,400
Super Premium,DF British Isles (Inc. Ireland),2012,2475
Super Premium,DF British Isles (Inc. Ireland),2013,3200
Super Premium,DF British Isles (Inc. Ireland),2014,2235
Super Premium,DF British Isles (Inc. Ireland),2015,2280
Super Premium,DF British Isles (Inc. Ireland),2016,3280
Super Premium,France,1990,0
Super Premium,France,1991,0
Super Premium,France,1992,0
Super Premium,France,1993,0
Super Premium,France,1994,0
Super Premium,France,1995,0
Super Premium,France,1996,0
Super Premium,France,1997,0
Super Premium,France,1998,0
Super Premium,France,1999,0
Super Premium,France,2000,0
Super Premium,France,2001,0
Super Premium,France,2002,0
Super Premium,France,2003,0
Super Premium,France,2004,0
Super Premium,France,2005,0
Super Premium,France,2006,0
Super Premium,France,2007,0
Super Premium,France,2008,0
Super Premium,France,2009,0
Super Premium,France,2010,0
Super Premium,France,2011,2000
Super Premium,France,2012,4000
Super Premium,France,2013,4000
Super Premium,France,2014,3750
Super Premium,France,2015,2000
Super Premium,France,2016,2750
Super Premium,Ireland,1990,0
Super Premium,Ireland,1991,0
Super Premium,Ireland,1992,0
Super Premium,Ireland,1993,0
Super Premium,Ireland,1994,0
Super Premium,Ireland,1995,500
Super Premium,Ireland,1996,600
Super Premium,Ireland,1997,600
Super Premium,Ireland,1998,500
Super Premium,Ireland,1999,500
Super Premium,Ireland,2000,500
Super Premium,Ireland,2001,750
Super Premium,Ireland,2002,850
Super Premium,Ireland,2003,700
Super Premium,Ireland,2004,750
Super Premium,Ireland,2005,1450
Super Premium,Ireland,2006,1650
Super Premium,Ireland,2007,2400
Super Premium,Ireland,2008,1700
Super Premium,Ireland,2009,1500
Super Premium,Ireland,2010,1500
Super Premium,Ireland,2011,2000
Super Premium,Ireland,2012,1250
Super Premium,Ireland,2013,1250
Super Premium,Ireland,2014,1250
Super Premium,Ireland,2015,1750
Super Premium,Ireland,2016,1750
Super Premium,Canada,1990,0
Super Premium,Canada,1991,0
Super Premium,Canada,1992,0
Super Premium,Canada,1993,0
Super Premium,Canada,1994,0
Super Premium,Canada,1995,0
Super Premium,Canada,1996,0
Super Premium,Canada,1997,0
Super Premium,Canada,1998,0
Super Premium,Canada,1999,0
Super Premium,Canada,2000,0
Super Premium,Canada,2001,0
Super Premium,Canada,2002,0
Super Premium,Canada,2003,0
Super Premium,Canada,2004,0
Super Premium,Canada,2005,0
Super Premium,Canada,2006,0
Super Premium,Canada,2007,250
Super Premium,Canada,2008,250
Super Premium,Canada,2009,250
Super Premium,Canada,2010,350
Super Premium,Canada,2011,500
Super Premium,Canada,2012,600
Super Premium,Canada,2013,700
Super Premium,Canada,2014,500
Super Premium,Canada,2015,800
Super Premium,Canada,2016,1200
Super Premium,United Kingdom,1990,0
Super Premium,United Kingdom,1991,0
Super Premium,United Kingdom,1992,0
Super Premium,United Kingdom,1993,0
Super Premium,United Kingdom,1994,0
Super Premium,United Kingdom,1995,0
Super Premium,United Kingdom,1996,0
Super Premium,United Kingdom,1997,0
Super Premium,United Kingdom,1998,0
Super Premium,United Kingdom,1999,0
Super Premium,United Kingdom,2000,0
Super Premium,United Kingdom,2001,0
Super Premium,United Kingdom,2002,0
Super Premium,United Kingdom,2003,0
Super Premium,United Kingdom,2004,0
Super Premium,United Kingdom,2005,0
Super Premium,United Kingdom,2006,0
Super Premium,United Kingdom,2007,0
Super Premium,United Kingdom,2008,0
Super Premium,United Kingdom,2009,0
Super Premium,United Kingdom,2010,0
Super Premium,United Kingdom,2011,0
Super Premium,United Kingdom,2012,100
Super Premium,United Kingdom,2013,250
Super Premium,United Kingdom,2014,300
Super Premium,United Kingdom,2015,300
Super Premium,United Kingdom,2016,1070
Super Premium,South Africa,1990,0
Super Premium,South Africa,1991,0
Super Premium,South Africa,1992,0
Super Premium,South Africa,1993,0
Super Premium,South Africa,1994,0
Super Premium,South Africa,1995,0
Super Premium,South Africa,1996,0
Super Premium,South Africa,1997,0
Super Premium,South Africa,1998,0
Super Premium,South Africa,1999,0
Super Premium,South Africa,2000,0
Super Premium,South Africa,2001,80
Super Premium,South Africa,2002,100
Super Premium,South Africa,2003,100
Super Premium,South Africa,2004,0
Super Premium,South Africa,2005,0
Super Premium,South Africa,2006,0
Super Premium,South Africa,2007,0
Super Premium,South Africa,2008,0
Super Premium,South Africa,2009,550
Super Premium,South Africa,2010,550
Super Premium,South Africa,2011,620
Super Premium,South Africa,2012,600
Super Premium,South Africa,2013,640
Super Premium,South Africa,2014,750
Super Premium,South Africa,2015,930
Super Premium,South Africa,2016,940
Super Premium,Austria,1990,0
Super Premium,Austria,1991,0
Super Premium,Austria,1992,0
Super Premium,Austria,1993,0
Super Premium,Austria,1994,0
Super Premium,Austria,1995,0
Super Premium,Austria,1996,0
Super Premium,Austria,1997,0
Super Premium,Austria,1998,0
Super Premium,Austria,1999,0
Super Premium,Austria,2000,0
Super Premium,Austria,2001,0
Super Premium,Austria,2002,0
Super Premium,Austria,2003,0
Super Premium,Austria,2004,0
Super Premium,Austria,2005,0
Super Premium,Austria,2006,10
Super Premium,Austria,2007,0
Super Premium,Austria,2008,500
Super Premium,Austria,2009,500
Super Premium,Austria,2010,620
Super Premium,Austria,2011,570
Super Premium,Austria,2012,500
Super Premium,Austria,2013,600
Super Premium,Austria,2014,600
Super Premium,Austria,2015,670
Super Premium,Austria,2016,750
Super Premium,Russia,1990,0
Super Premium,Russia,1991,0
Super Premium,Russia,1992,0
Super Premium,Russia,1993,0
Super Premium,Russia,1994,0
Super Premium,Russia,1995,0
Super Premium,Russia,1996,0
Super Premium,Russia,1997,0
Super Premium,Russia,1998,0
Super Premium,Russia,1999,0
Super Premium,Russia,2000,0
Super Premium,Russia,2001,0
Super Premium,Russia,2002,0
Super Premium,Russia,2003,0
Super Premium,Russia,2004,0
Super Premium,Russia,2005,0
Super Premium,Russia,2006,0
Super Premium,Russia,2007,0
Super Premium,Russia,2008,0
Super Premium,Russia,2009,0
Super Premium,Russia,2010,0
Super Premium,Russia,2011,900
Super Premium,Russia,2012,800
Super Premium,Russia,2013,400
Super Premium,Russia,2014,300
Super Premium,Russia,2015,300
Super Premium,Russia,2016,500
Super Premium,Switzerland,1990,0
Super Premium,Switzerland,1991,0
Super Premium,Switzerland,1992,0
Super Premium,Switzerland,1993,0
Super Premium,Switzerland,1994,0
Super Premium,Switzerland,1995,0
Super Premium,Switzerland,1996,0
Super Premium,Switzerland,1997,0
Super Premium,Switzerland,1998,0
Super Premium,Switzerland,1999,0
Super Premium,Switzerland,2000,0
Super Premium,Switzerland,2001,0
Super Premium,Switzerland,2002,0
Super Premium,Switzerland,2003,0
Super Premium,Switzerland,2004,0
Super Premium,Switzerland,2005,0
Super Premium,Switzerland,2006,0
Super Premium,Switzerland,2007,0
Super Premium,Switzerland,2008,0
Super Premium,Switzerland,2009,0
Super Premium,Switzerland,2010,0
Super Premium,Switzerland,2011,0
Super Premium,Switzerland,2012,0
Super Premium,Switzerland,2013,0
Super Premium,Switzerland,2014,0
Super Premium,Switzerland,2015,0
Super Premium,Switzerland,2016,400
Super Premium,Argentina,1990,0
Super Premium,Argentina,1991,0
Super Premium,Argentina,1992,0
Super Premium,Argentina,1993,0
Super Premium,Argentina,1994,0
Super Premium,Argentina,1995,0
Super Premium,Argentina,1996,0
Super Premium,Argentina,1997,0
Super Premium,Argentina,1998,0
Super Premium,Argentina,1999,0
Super Premium,Argentina,2000,0
Super Premium,Argentina,2001,0
Super Premium,Argentina,2002,0
Super Premium,Argentina,2003,0
Super Premium,Argentina,2004,0
Super Premium,Argentina,2005,0
Super Premium,Argentina,2006,0
Super Premium,Argentina,2007,0
Super Premium,Argentina,2008,0
Super Premium,Argentina,2009,0
Super Premium,Argentina,2010,0
Super Premium,Argentina,2011,0
Super Premium,Argentina,2012,50
Super Premium,Argentina,2013,100
Super Premium,Argentina,2014,150
Super Premium,Argentina,2015,200
Super Premium,Argentina,2016,200
Super Premium,Denmark,1990,0
Super Premium,Denmark,1991,0
Super Premium,Denmark,1992,0
Super Premium,Denmark,1993,0
Super Premium,Denmark,1994,0
Super Premium,Denmark,1995,0
Super Premium,Denmark,1996,0
Super Premium,Denmark,1997,0
Super Premium,Denmark,1998,0
Super Premium,Denmark,1999,0
Super Premium,Denmark,2000,0
Super Premium,Denmark,2001,0
Super Premium,Denmark,2002,0
Super Premium,Denmark,2003,0
Super Premium,Denmark,2004,0
Super Premium,Denmark,2005,0
Super Premium,Denmark,2006,0
Super Premium,Denmark,2007,100
Super Premium,Denmark,2008,0
Super Premium,Denmark,2009,50
Super Premium,Denmark,2010,50
Super Premium,Denmark,2011,150
Super Premium,Denmark,2012,330
Super Premium,Denmark,2013,100
Super Premium,Denmark,2014,20
Super Premium,Denmark,2015,60
Super Premium,Denmark,2016,100
Super Premium,Japan,1990,0
Super Premium,Japan,1991,0
Super Premium,Japan,1992,0
Super Premium,Japan,1993,0
Super Premium,Japan,1994,0
Super Premium,Japan,1995,0
Super Premium,Japan,1996,0
Super Premium,Japan,1997,0
Super Premium,Japan,1998,0
Super Premium,Japan,1999,0
Super Premium,Japan,2000,0
Super Premium,Japan,2001,0
Super Premium,Japan,2002,0
Super Premium,Japan,2003,0
Super Premium,Japan,2004,50
Super Premium,Japan,2005,40
Super Premium,Japan,2006,50
Super Premium,Japan,2007,50
Super Premium,Japan,2008,50
Super Premium,Japan,2009,50
Super Premium,Japan,2010,50
Super Premium,Japan,2011,50
Super Premium,Japan,2012,50
Super Premium,Japan,2013,100
Super Premium,Japan,2014,100
Super Premium,Japan,2015,100
Super Premium,Japan,2016,100
Super Premium,DF US/Canada,1990,0
Super Premium,DF US/Canada,1991,0
Super Premium,DF US/Canada,1992,0
Super Premium,DF US/Canada,1993,0
Super Premium,DF US/Canada,1994,50
Super Premium,DF US/Canada,1995,150
Super Premium,DF US/Canada,1996,225
Super Premium,DF US/Canada,1997,250
Super Premium,DF US/Canada,1998,150
Super Premium,DF US/Canada,1999,150
Super Premium,DF US/Canada,2000,50
Super Premium,DF US/Canada,2001,25
Super Premium,DF US/Canada,2002,25
Super Premium,DF US/Canada,2003,25
Super Premium,DF US/Canada,2004,50
Super Premium,DF US/Canada,2005,75
Super Premium,DF US/Canada,2006,75
Super Premium,DF US/Canada,2007,25
Super Premium,DF US/Canada,2008,25
Super Premium,DF US/Canada,2009,0
Super Premium,DF US/Canada,2010,0
Super Premium,DF US/Canada,2011,50
Super Premium,DF US/Canada,2012,25
Super Premium,DF US/Canada,2013,40
Super Premium,DF US/Canada,2014,0
Super Premium,DF US/Canada,2015,50
Super Premium,DF US/Canada,2016,75
Super Premium,Mexico,1990,0
Super Premium,Mexico,1991,0
Super Premium,Mexico,1992,0
Super Premium,Mexico,1993,0
Super Premium,Mexico,1994,0
Super Premium,Mexico,1995,0
Super Premium,Mexico,1996,0
Super Premium,Mexico,1997,0
Super Premium,Mexico,1998,0
Super Premium,Mexico,1999,0
Super Premium,Mexico,2000,0
Super Premium,Mexico,2001,0
Super Premium,Mexico,2002,0
Super Premium,Mexico,2003,0
Super Premium,Mexico,2004,0
Super Premium,Mexico,2005,0
Super Premium,Mexico,2006,0
Super Premium,Mexico,2007,0
Super Premium,Mexico,2008,0
Super Premium,Mexico,2009,0
Super Premium,Mexico,2010,0
Super Premium,Mexico,2011,0
Super Premium,Mexico,2012,0
Super Premium,Mexico,2013,0
Super Premium,Mexico,2014,0
Super Premium,Mexico,2015,0
Super Premium,Mexico,2016,60
Super Premium,Hungary,1990,0
Super Premium,Hungary,1991,0
Super Premium,Hungary,1992,0
Super Premium,Hungary,1993,0
Super Premium,Hungary,1994,0
Super Premium,Hungary,1995,0
Super Premium,Hungary,1996,0
Super Premium,Hungary,1997,0
Super Premium,Hungary,1998,0
Super Premium,Hungary,1999,0
Super Premium,Hungary,2000,0
Super Premium,Hungary,2001,0
Super Premium,Hungary,2002,0
Super Premium,Hungary,2003,0
Super Premium,Hungary,2004,0
Super Premium,Hungary,2005,0
Super Premium,Hungary,2006,0
Super Premium,Hungary,2007,0
Super Premium,Hungary,2008,0
Super Premium,Hungary,2009,0
Super Premium,Hungary,2010,0
Super Premium,Hungary,2011,0
Super Premium,Hungary,2012,0
Super Premium,Hungary,2013,0
Super Premium,Hungary,2014,50
Super Premium,Hungary,2015,50
Super Premium,Hungary,2016,50
Super Premium,Netherlands,1990,0
Super Premium,Netherlands,1991,0
Super Premium,Netherlands,1992,0
Super Premium,Netherlands,1993,0
Super Premium,Netherlands,1994,0
Super Premium,Netherlands,1995,0
Super Premium,Netherlands,1996,0
Super Premium,Netherlands,1997,0
Super Premium,Netherlands,1998,0
Super Premium,Netherlands,1999,0
Super Premium,Netherlands,2000,0
Super Premium,Netherlands,2001,0
Super Premium,Netherlands,2002,0
Super Premium,Netherlands,2003,0
Super Premium,Netherlands,2004,0
Super Premium,Netherlands,2005,0
Super Premium,Netherlands,2006,0
Super Premium,Netherlands,2007,0
Super Premium,Netherlands,2008,70
Super Premium,Netherlands,2009,70
Super Premium,Netherlands,2010,100
Super Premium,Netherlands,2011,100
Super Premium,Netherlands,2012,100
Super Premium,Netherlands,2013,150
Super Premium,Netherlands,2014,250
Super Premium,Netherlands,2015,50
Super Premium,Netherlands,2016,50
Super Premium,Italy,1990,0
Super Premium,Italy,1991,0
Super Premium,Italy,1992,0
Super Premium,Italy,1993,0
Super Premium,Italy,1994,0
Super Premium,Italy,1995,0
Super Premium,Italy,1996,0
Super Premium,Italy,1997,0
Super Premium,Italy,1998,0
Super Premium,Italy,1999,0
Super Premium,Italy,2000,0
Super Premium,Italy,2001,0
Super Premium,Italy,2002,0
Super Premium,Italy,2003,0
Super Premium,Italy,2004,0
Super Premium,Italy,2005,0
Super Premium,Italy,2006,0
Super Premium,Italy,2007,0
Super Premium,Italy,2008,0
Super Premium,Italy,2009,0
Super Premium,Italy,2010,0
Super Premium,Italy,2011,0
Super Premium,Italy,2012,0
Super Premium,Italy,2013,50
Super Premium,Italy,2014,50
Super Premium,Italy,2015,50
Super Premium,Italy,2016,50
Super Premium,Bulgaria,1990,0
Super Premium,Bulgaria,1991,0
Super Premium,Bulgaria,1992,0
Super Premium,Bulgaria,1993,0
Super Premium,Bulgaria,1994,0
Super Premium,Bulgaria,1995,0
Super Premium,Bulgaria,1996,0
Super Premium,Bulgaria,1997,0
Super Premium,Bulgaria,1998,0
Super Premium,Bulgaria,1999,0
Super Premium,Bulgaria,2000,0
Super Premium,Bulgaria,2001,0
Super Premium,Bulgaria,2002,0
Super Premium,Bulgaria,2003,0
Super Premium,Bulgaria,2004,0
Super Premium,Bulgaria,2005,0
Super Premium,Bulgaria,2006,0
Super Premium,Bulgaria,2007,0
Super Premium,Bulgaria,2008,0
Super Premium,Bulgaria,2009,50
Super Premium,Bulgaria,2010,50
Super Premium,Bulgaria,2011,100
Super Premium,Bulgaria,2012,100
Super Premium,Bulgaria,2013,100
Super Premium,Bulgaria,2014,100
Super Premium,Bulgaria,2015,100
Super Premium,Bulgaria,2016,40
Super Premium,DF Nordic Countries - (All Countries),1990,0
Super Premium,DF Nordic Countries - (All Countries),1991,0
Super Premium,DF Nordic Countries - (All Countries),1992,0
Super Premium,DF Nordic Countries - (All Countries),1993,0
Super Premium,DF Nordic Countries - (All Countries),1994,50
Super Premium,DF Nordic Countries - (All Countries),1995,50
Super Premium,DF Nordic Countries - (All Countries),1996,25
Super Premium,DF Nordic Countries - (All Countries),1997,25
Super Premium,DF Nordic Countries - (All Countries),1998,25
Super Premium,DF Nordic Countries - (All Countries),1999,20
Super Premium,DF Nordic Countries - (All Countries),2000,15
Super Premium,DF Nordic Countries - (All Countries),2001,300
Super Premium,DF Nordic Countries - (All Countries),2002,250
Super Premium,DF Nordic Countries - (All Countries),2003,175
Super Premium,DF Nordic Countries - (All Countries),2004,150
Super Premium,DF Nordic Countries - (All Countries),2005,125
Super Premium,DF Nordic Countries - (All Countries),2006,50
Super Premium,DF Nordic Countries - (All Countries),2007,50
Super Premium,DF Nordic Countries - (All Countries),2008,50
Super Premium,DF Nordic Countries - (All Countries),2009,0
Super Premium,DF Nordic Countries - (All Countries),2010,0
Super Premium,DF Nordic Countries - (All Countries),2011,5
Super Premium,DF Nordic Countries - (All Countries),2012,0
Super Premium,DF Nordic Countries - (All Countries),2013,35
Super Premium,DF Nordic Countries - (All Countries),2014,40
Super Premium,DF Nordic Countries - (All Countries),2015,40
Super Premium,DF Nordic Countries - (All Countries),2016,40
Super Premium,DF China,1990,0
Super Premium,DF China,1991,0
Super Premium,DF China,1992,0
Super Premium,DF China,1993,0
Super Premium,DF China,1994,0
Super Premium,DF China,1995,0
Super Premium,DF China,1996,0
Super Premium,DF China,1997,0
Super Premium,DF China,1998,0
Super Premium,DF China,1999,0
Super Premium,DF China,2000,0
Super Premium,DF China,2001,0
Super Premium,DF China,2002,0
Super Premium,DF China,2003,0
Super Premium,DF China,2004,0
Super Premium,DF China,2005,0
Super Premium,DF China,2006,0
Super Premium,DF China,2007,0
Super Premium,DF China,2008,0
Super Premium,DF China,2009,0
Super Premium,DF China,2010,0
Super Premium,DF China,2011,25
Super Premium,DF China,2012,40
Super Premium,DF China,2013,30
Super Premium,DF China,2014,35
Super Premium,DF China,2015,20
Super Premium,DF China,2016,35
Super Premium,DF Gulf - (All Countries),1990,0
Super Premium,DF Gulf - (All Countries),1991,0
Super Premium,DF Gulf - (All Countries),1992,0
Super Premium,DF Gulf - (All Countries),1993,0
Super Premium,DF Gulf - (All Countries),1994,0
Super Premium,DF Gulf - (All Countries),1995,0
Super Premium,DF Gulf - (All Countries),1996,0
Super Premium,DF Gulf - (All Countries),1997,0
Super Premium,DF Gulf - (All Countries),1998,0
Super Premium,DF Gulf - (All Countries),1999,0
Super Premium,DF Gulf - (All Countries),2000,0
Super Premium,DF Gulf - (All Countries),2001,0
Super Premium,DF Gulf - (All Countries),2002,0
Super Premium,DF Gulf - (All Countries),2003,0
Super Premium,DF Gulf - (All Countries),2004,0
Super Premium,DF Gulf - (All Countries),2005,0
Super Premium,DF Gulf - (All Countries),2006,0
Super Premium,DF Gulf - (All Countries),2007,0
Super Premium,DF Gulf - (All Countries),2008,0
Super Premium,DF Gulf - (All Countries),2009,0
Super Premium,DF Gulf - (All Countries),2010,0
Super Premium,DF Gulf - (All Countries),2011,25
Super Premium,DF Gulf - (All Countries),2012,60
Super Premium,DF Gulf - (All Countries),2013,60
Super Premium,DF Gulf - (All Countries),2014,15
Super Premium,DF Gulf - (All Countries),2015,30
Super Premium,DF Gulf - (All Countries),2016,30
Super Premium,DF France,1990,0
Super Premium,DF France,1991,0
Super Premium,DF France,1992,0
Super Premium,DF France,1993,0
Super Premium,DF France,1994,0
Super Premium,DF France,1995,50
Super Premium,DF France,1996,125
Super Premium,DF France,1997,125
Super Premium,DF France,1998,50
Super Premium,DF France,1999,20
Super Premium,DF France,2000,15
Super Premium,DF France,2001,10
Super Premium,DF France,2002,15
Super Premium,DF France,2003,15
Super Premium,DF France,2004,10
Super Premium,DF France,2005,15
Super Premium,DF France,2006,10
Super Premium,DF France,2007,10
Super Premium,DF France,2008,10
Super Premium,DF France,2009,0
Super Premium,DF France,2010,0
Super Premium,DF France,2011,0
